date,trap_N,family,plot,first_order,second_order,agb,forestquality,subplot,census,plt_sub_cen
2011-02-22,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P1,A_A-1_P1
2011-02-22,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P1,A_A-1_P1
2011-02-22,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P1,A_A-1_P1
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2011-11-02,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P2,A_A-1_P2
2012-06-17,1,Staphylinidae,A,1,580,0.4396101881600001,Poor,A-1,P3,A_A-1_P3
2012-06-17,2,Carabidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2012-06-17,2,Carabidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2012-06-17,2,Carabidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2012-06-17,2,Anthicidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2011-11-19,2,Scarabaeidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2011-11-02,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P2,A_A-2_P2
2012-06-17,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2012-06-17,2,Staphylinidae,A,2,580,0.4396101881600001,Poor,A-2,P3,A_A-2_P3
2012-06-17,3,Anthicidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Tenebrionidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Leiodidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Leiodidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Leiodidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Nitidulidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Curculionidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Tenebrionidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Eucnemidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Tenebrionidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2011-11-19,3,Scarabaeidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Scarabaeidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Scarabaeidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Carabidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Carabidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Dytiscidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Dytiscidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-19,3,Curculionidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2011-11-02,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P2,A_A-3_P2
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,3,Staphylinidae,A,3,580,0.4396101881600001,Poor,A-3,P3,A_A-3_P3
2012-06-17,4,Carabidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Leiodidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Tenebrionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Biphyllidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2011-02-22,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-02-22,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-02-22,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-11-19,4,Curculionidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-02-22,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-02-22,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-02-22,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P1,A_A-4_P1
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2011-11-02,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P2,A_A-4_P2
2012-06-17,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,4,Staphylinidae,A,4,581,4.36892014144,Okay,A-4,P3,A_A-4_P3
2012-06-17,5,Leptodiridae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Curculionidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2011-11-19,5,Curculionidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-19,5,Curculionidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-19,5,Curculionidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-19,5,Scarabaeidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2011-11-02,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P2,A_A-5_P2
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,5,Staphylinidae,A,5,581,4.36892014144,Okay,A-5,P3,A_A-5_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Clambidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Leptodiridae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Leptodiridae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Leiodidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Leiodidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Biphyllidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Biphyllidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Scarabaeidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Curculionidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2011-11-19,6,Carabidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-19,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-02-22,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P1,A_A-6_P1
2011-02-22,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P1,A_A-6_P1
2011-02-22,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P1,A_A-6_P1
2011-02-22,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P1,A_A-6_P1
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2011-11-02,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P2,A_A-6_P2
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,6,Staphylinidae,A,6,581,4.36892014144,Okay,A-6,P3,A_A-6_P3
2012-06-17,7,Hydrophilidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Leiodidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Curculionidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Curculionidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Curculionidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2011-11-19,7,Zopheridae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-19,7,Scarabaeidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-19,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-19,7,Curculionidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2011-11-02,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P2,A_A-7_P2
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,7,Staphylinidae,A,7,582,0.0,Very poor,A-7,P3,A_A-7_P3
2012-06-17,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2012-06-17,8,Mordelidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2011-02-22,8,Leiodidae,A,8,582,0.0,Very poor,A-8,P1,A_A-8_P1
2011-02-22,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P1,A_A-8_P1
2011-11-19,8,Scarabaeidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-19,8,Scarabaeidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-19,8,Scarabaeidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-19,8,Chrysomelidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2011-11-02,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P2,A_A-8_P2
2012-06-17,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2012-06-17,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2012-06-17,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2012-06-17,8,Staphylinidae,A,8,582,0.0,Very poor,A-8,P3,A_A-8_P3
2012-06-17,9,Carabidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Leiodidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Leiodidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Leiodidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Leiodidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Geotrupidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Curculionidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2012-06-17,9,Curculionidae,A,9,582,0.0,Very poor,A-9,P3,A_A-9_P3
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
2011-11-02,9,Staphylinidae,A,9,582,0.0,Very poor,A-9,P2,A_A-9_P2
