field_name,Plot,Date,AGB_Saner,AGB_Chave_wet,AGB_Chave_moist,AGB_K09,AGB_N10,AGB_Chave14,AGB_Chave14_simulWD,AGB_Chave14_Bin5_simulWD
47,626,20/11/2010,42.2064029606231,5.48130494136797,5.9452698496,3.42198885622984,7.36065337088396,6.42598713757695,4.13977233302365,4.62391063187697
48,627,20/09/2010,12.0654418071756,3.08833552804741,3.60050605184,1.6443858327624,4.47704847230894,3.779916446916,2.43797292806823,2.81966015339966
49,628,05/10/2010,49.2463712531319,5.62829924809708,6.0547724448,3.58242816972479,7.49381622030823,6.56585331974315,4.2493778672247,4.93861037058248
50,629,30/09/2010,20.1068486316309,4.55536892215035,5.167864784,2.56803053393399,6.41336312908677,5.4859173016819,3.54014700106495,3.96037527421596
51,630,01/10/2010,12.0579773984516,0.674783674773876,0.68555898816,0.488300606830365,0.84691926514436,0.760747555215857,0.490488044806449,0.646932094788162
52,631,24/09/2010,16.0777441519273,0.787167838633816,0.79178541504,0.58323447909843,0.978056845897575,0.882129769028762,0.570877716063299,0.778800009864915
53,632,28/09/2010,33.1612474507602,5.36781608586359,6.09963546048,3.06172107948353,7.57615028300601,6.46762616015972,4.1968517222566,4.77246104850087
54,633,19/09/2010,30.1452661072143,5.82348756720792,6.82718426112,3.10111377665529,8.49737078085653,7.14878964774798,4.65377930738685,5.29851025901442
55,634,18/09/2010,9.04809981632799,3.57277118258481,4.29436068128,1.75733951275755,5.34923607330083,4.45481544746215,2.91497558161435,3.04215879013551
56,635,05/10/2010,22.1119015432686,3.64465283669359,4.04501273856,2.16208526378314,5.0139690539944,4.33179718905445,2.80286439938148,3.04254533948222
57,636,03/10/2010,22.1085369969704,4.11552763458548,4.74666980864,2.26964031655886,5.90103266285049,5.00313546069058,3.25801693606298,3.88382596208486
58,637,02/10/2010,36.1766149456275,2.08175887438668,2.12316653504,1.49623864641817,2.62342969639872,2.35221478135522,1.51810252874853,2.06636860795755
59,638,02/10/2010,4.01738657241008,0.114127385646859,0.1094830496,0.093892023397986,0.135207725159386,0.124332186154694,0.080009023235628,0.111912102558033
60,639,23/09/2010,23.1164865849878,1.57297243897567,1.642251314496,1.07387130670451,2.03062032066201,1.80232154023817,1.17269753616184,1.59053048338764
61,640,06/10/2010,20.0935798645278,2.09522609153488,2.30552046784,1.28932406808729,2.85909501583978,2.47615657531959,1.60700603277678,1.82719048156862
62,641,04/10/2010,18.0849328422414,1.47404580548763,1.55769538752,0.980559004148746,1.92699480564199,1.70114801353814,1.10004871002053,1.24610018646591
63,642,04/10/2010,12.0560221917061,0.54853711238982,0.55318413184,0.405936946135906,0.683573808394218,0.615570025537597,0.394964046293121,0.504880632911563
64,643,08/10/2010,10.0459823771117,0.360312375965886,0.3539854752,0.281604799804062,0.437190487188396,0.398130006250966,0.257253590791305,0.384979977197007
65,644,14/10/2010,8.04013517853585,0.874814472917569,0.92722632448,0.573174462517848,1.14660511211736,1.01165872644158,0.655254269990018,0.808327633520563
66,645,13/10/2010,15.0665827813827,0.473126349976616,0.46585764864,0.369710935444909,0.575579853304552,0.523404624319378,0.336690432581176,0.510751461722025
67,646,13/10/2010,28.1432815435673,3.71583885995062,4.07575666432,2.27181622053782,5.0499456379095,4.38493204078036,2.8425833954375,3.30743338806757
68,647,07/10/2010,3.01676665082906,0.458910288813509,0.49472259072,0.288600680986956,0.612111765580537,0.536144198033656,0.347857644710026,0.450395212936566
69,648,07/10/2010,12.0663262371204,1.28860753804392,1.35368688448,0.859103521315766,1.67313800024043,1.48237924606085,0.964433594706416,1.19949023605279
70,649,06/10/2010,5.02828211880523,0.638832938861121,0.6769879168,0.417246431210002,0.836979216048392,0.738760742927545,0.47710446966748,0.523808036849735
71,650,06/10/2010,18.0853985161793,2.08576283168347,2.38129289536,1.18046119117554,2.95890575602752,2.52016248042246,1.64078446334142,1.94631025056196
72,651,10/10/2010,26.1281931578069,4.98981569004181,6.05768192568402,2.48556551377897,7.56311684796255,6.25269537597093,4.01164740203364,4.84806650761557
73,652,10/10/2010,1.00407907932623,0.008431029225958,0.00745925248,0.008365010635122,0.009248008961528,0.0087500216712,0.005688454339998,0.013911812794455
74,653,12/10/2010,27.1375725292342,5.98156507066118,7.0308405068416,3.16272498225605,8.75205855581016,7.35445518658604,4.77414486913872,4.42085475453614
75,654,12/10/2010,28.143260587602,3.72047584961709,4.0761647634176,2.27806736217584,5.04987981107306,4.38755553149861,2.83910354344962,3.43173772167598
76,655,08/10/2010,15.0806572608069,3.5821794227868,4.14039396352,1.93270881630002,5.14392130259084,4.36270772198636,2.82086820014795,3.61594480463733
77,656,14/10/2010,8.03826556639251,0.406381127522809,0.41322069632,0.294003313205341,0.51054973667048,0.458364461442651,0.296903341488554,0.440444641298628
78,657,15/10/2010,5.02222045032005,0.126511717128765,0.12137263808,0.104264677642083,0.149916080046149,0.137822983440592,0.089035508620103,0.152965992419429
79,658,15/10/2010,8.04526169565473,1.86145491214142,2.13065510592,1.02976754201163,2.64576829981701,2.25362784994517,1.46937660153374,1.85006766673061
80,659,17/08/2010,30.1601875949866,6.08738069314053,6.937361814752,3.42126876465668,8.61481024412635,7.34915199330291,4.74572315950102,5.6241057500513
81,660,18/08/2010,26.1344254508293,6.95877659509034,8.24445102784,3.59491878756123,10.2661062093283,8.59790471789788,5.55568803945007,6.28844956702271
82,661,28/08/2010,30.1562381971012,7.72667260174723,8.98323235904,4.14402343955097,11.1687734241044,9.4409231556099,6.04926696215056,6.81066371462595
83,662,26/08/2010,32.1641244984523,5.01384166370519,5.58950311872,2.96051268257547,6.93199638807655,5.97402398097153,3.85153469125996,4.63011483045248
84,663,29/08/2010,8.0403500335192,1.60013939543342,1.829928198272,0.891230693519405,2.27271541305905,1.93596210261644,1.25499503716605,1.55406254251447
85,664,30/08/2010,14.0674432570149,0.663976207377293,0.66439533824,0.497387091050111,0.820595072662041,0.741777113197903,0.47914256450323,0.629081847476349
86,665,04/09/2010,34.1812017621313,11.1389365902723,13.42684796544,5.56922099519418,16.7465396912623,13.9026469086674,8.9750655206169,10.1611353689243
87,666,02/09/2010,19.1011979747979,5.88596501576115,6.9718129056,3.01361918972286,8.67740003614945,7.27354571191867,4.71685960483637,5.36894789962547
88,667,19/08/2010,30.1445870914703,2.56979002295149,2.68749915136,1.7411193592914,3.32242724258658,2.94775569696747,1.9125058578499,2.33825641956784
89,668,21/08/2010,40.2023390614555,7.46802006083172,8.45767951616,4.26261550602967,10.499423819279,8.9818921952463,5.79844181232984,6.18079599848841
90,669,24/08/2010,21.1152908501541,7.18173558079543,8.42427999488,3.75064276427326,10.4771088764715,8.82363853608477,5.70631983012158,6.14309744794399
91,670,25/08/2010,22.1123548449442,9.12423081587123,11.5043675072,4.08738794906471,14.3969990462974,11.7024918246146,7.53623026542479,7.96843488841164
92,671,15/08/2010,35.188517473653,8.31945943767146,9.52120382464,4.61113794904216,11.8238976406712,10.0707020120897,6.46109917616177,7.47484657637006
93,672,13/08/2010,22.1179740061103,5.62566007702513,6.54392681984,3.01063596040221,8.135768272041,6.87621855975923,4.38387005407264,4.9485123095206
94,673,09/08/2010,17.0879902019049,3.27965619373891,3.75242683392,1.82073516153833,4.66009121683081,3.96939385075567,2.5489828162541,2.8636463847791
95,674,07/08/2010,17.0772141273197,0.696143094175879,0.6901960286528,0.532812501316781,0.85243712684787,0.773427591272523,0.497782194613611,0.557871056821526
96,675,03/07/2011,28.1449905968743,4.38509426931496,4.9238792287616,2.56259937824864,6.1107869791289,5.24636760801711,3.40229499542873,4.08526641615632
97,676,23/07/2011,35.1737513978079,3.63890419893379,3.90009840256,2.34719734888377,4.82760409258953,4.23489168259341,3.59462865378955,4.29241775078389
98,677,02/07/2011,33.1704961486222,6.66801390805028,7.6170348996914,3.74374739058758,9.46232982914266,8.06027312749276,6.81601770436907,7.80880227918309
99,678,03/07/2011,27.1440632105015,6.59301635690455,7.59403431864989,3.60118110357974,9.43445782331436,8.01168029713136,6.81925952236089,7.66077596738381
100,679,22/07/2011,23.1042729389274,1.43084928581699,1.49132211328,0.987112780585311,1.8446632481038,1.63744354291906,1.39270539502088,1.66946918298014
101,680,02/07/2011,33.1595584378733,3.58969050003959,3.9009711136,2.25018733790136,4.83228735277375,4.21207641403942,3.59024813186579,4.05033106777329
102,681,02/07/2011,32.1634505834257,5.21171352272031,5.92727356416,2.96808089645577,7.36250005372437,6.28268561556879,5.35273556267613,5.9957440067907
103,682,03/07/2011,26.1288235009994,1.95076388748399,2.0138499488,1.35984641008859,2.48854022257956,2.22046432845082,1.88709890433736,2.34745906051682
104,683,22/07/2011,38.188325441889,5.25571589226754,5.85664728260905,3.11836260784737,7.26455730608056,6.25991862588625,5.32357393925841,5.71816798673377
105,684,30/06/2011,38.1863294414356,3.65177868147427,3.85014571264,2.42861435675589,4.76097930877888,4.20927522292048,3.58002518242614,4.07307854521866
106,685,30/06/2011,48.2429060690589,8.54258287952027,9.59306311569519,4.9476591059929,11.900328527485,10.2239366188045,8.68685777133794,9.66500369246509
107,686,29/06/2011,26.1487274218474,11.3549471902004,13.50785470464,5.73724778112957,16.8156271933508,14.0690613970613,11.9870487799279,12.6976638354235
108,687,01/07/2010,30.1525827589396,5.7571440326677,6.51677276928,3.2851331286171,8.08907923213978,6.92244345304918,5.88178373459464,6.76181189023723
109,688,02/07/2011,39.2111097701576,9.12435129766226,10.3699340174038,5.13109550442887,12.8716293410652,10.9994755064353,9.32248637244432,10.7363462146587
110,689,30/06/2011,51.2575289713376,8.97521513535026,10.09363288,5.1892526488525,12.5232562458853,10.7506098637105,9.13084023369741,10.2277472006364
111,690,29/06/2011,36.1769073779336,5.20297406533744,5.78246998656,3.09441186403292,7.17020297495161,6.18794985242213,5.26394448257368,5.87684393850564
112,691,01/07/2011,45.2175225500223,6.66376754027848,7.41789661851002,3.94974137495822,9.19900172948105,7.93286537621241,6.74378664632015,7.32674803230761
113,692,01/07/2011,41.2129820758819,9.23295859601892,10.5042648701207,5.18050476619396,13.0392156711635,11.1373883341239,9.45733389887759,10.3769082455073
114,693,26/07/2011,35.1740676510698,7.4429259205844,8.58873222788905,4.05487272765037,10.6722474094681,9.05413985409965,7.69199174158957,8.55913838336591
115,694,25/07/2011,36.187586417078,7.79538659659739,8.8092475264,4.43331084861034,10.9298585277442,9.36598708887108,7.95152708450923,8.95468462763883
116,695,29/07/2011,26.1379922099681,6.6766422956003,7.66003367872,3.66729331702196,9.51257193539747,8.09495315925733,6.87998669195111,7.49012756781789
117,696,24/07/2011,26.1301902433155,4.57383091188183,5.15969501882117,2.61936003774431,6.40200465130887,5.48925914910155,4.64382349970637,5.18178670246517
118,697,25/07/2011,36.1864727457733,7.80651211970296,8.90863234176,4.36142780374323,11.0619811838533,9.43321874395767,8.03560490878299,8.99799192469861
119,698,29/07/2011,24.134503565071,8.99612219622615,10.58727297024,4.65670675495563,13.1693346539777,11.0750399514048,9.4263806636334,10.1850508869252
120,699,26/07/2011,30.1552984916549,4.47032323627569,4.91313121408,2.71062472650875,6.08688468529875,5.28221615103883,4.4915604644033,5.18799380791033
121,700,24/07/2011,27.1454794893214,8.30733809864223,9.7034058654514,4.39101543145241,12.0656954983507,10.1799936317422,8.66037466610342,9.36696885943842
122,701,30/07/2011,34.1773111697963,9.46726517089073,11.31463217856,4.83635652026641,14.10459596092,11.7550684869115,9.99747579592093,11.0336664364471
123,702,25/01/2011,35.1843197971679,8.04523458829969,9.24872525654716,4.42855258295746,11.4906333270782,9.76391135831576,8.31902527051647,9.21833834939173
124,703,01/02/2011,7.03589180480168,2.21935996829335,2.65327336290764,1.11471173541903,3.30487020716015,2.7576899490746,2.34728996165238,2.6190175190317
125,704,20/03/2011,25.1243170021428,3.72082812668326,4.13532095094886,2.21444984529777,5.12793760965471,4.42513593204243,3.76120808036923,4.28691969196057
126,705,21/06/2011,37.1944539969438,12.7163650857143,15.30327182336,6.35644525485646,19.0818290569772,15.8576844898558,13.4586626994562,14.4449422535043
127,706,20/06/2011,20.1054785626176,5.65503810206842,6.5981433824,2.9994616076424,8.20420492952815,6.92508812500376,5.87738108073699,6.54394977223461
128,707,03/06/2011,63.3696697519908,17.088597788317,18.9831899544811,9.99100806764763,23.5170452916871,20.3289687080328,17.2744769047114,19.5744870183287
129,708,02/06/2011,48.2253244467063,3.1474055925762,3.2488272832,2.20627437412522,4.01599197367338,3.58169297630959,3.04051077123148,3.94678879033219
130,709,02/06/2011,31.162879482094,7.61847927530569,8.70536592,4.22965412112314,10.8087872508086,9.21406115605459,7.83390888798097,8.57985102815733
131,710,02/11/2010,28.1497418171891,7.16567968772942,8.24249483904,3.91949316722375,10.2383623239326,8.70095989184035,7.37812304681668,8.69128148320141
132,711,03/11/2010,28.1478924440668,15.0722278910845,18.92981131136,6.80986832323384,23.6824769200487,19.2853304976022,19.2777881183624,20.8426739967686
133,712,02/11/2010,36.1739595743524,4.01990916165123,4.41164421696,2.46684233151154,5.46768852939069,4.74464439313034,4.74201767432765,5.78883484467735
134,713,02/11/2010,23.1270597485024,20.8145120431985,27.31841407104,8.46127712843535,34.3158265340674,27.3487670348262,26.5571425479396,28.2176529737457
135,714,02/11/2010,19.0935976515779,4.20125263988537,4.92438405700905,2.22496476807621,6.12726399376843,5.15767548570415,5.16477040010956,5.73312371955428
136,715,01/11/2010,51.282876976148,35.7373661012557,45.0454606116107,15.9333829712532,56.363869934227,45.8310343418892,46.2856524920057,49.277472985083
137,716,03/11/2010,25.1282585241693,8.87979205960742,10.970398824276,4.2007009737622,13.7100331818139,11.2477939893324,11.3489634000565,12.2473944994943
138,717,03/11/2010,30.1747461559872,30.7657845198855,39.5907651433919,12.9820010337292,49.6150640577023,39.9574618144842,39.7040882064392,43.7458062792047
139,718,01/11/2010,24.1383158837338,22.7871299823773,29.8297115810918,9.34831768221856,37.4683637170001,29.8906939650768,30.4157226646224,32.1984396848186
140,719,28/10/2010,34.1974219843895,20.5071258410788,25.1101995016854,9.71549658348299,31.3322354389466,25.8507607748694,25.8942663432301,27.8184382398741
141,720,26/10/2010,17.1001887532811,9.01760719956019,10.79086450048,4.48802260565336,13.4384758352178,11.2130085923605,11.3105908358687,12.4850293841428
142,721,27/10/2010,26.1435338484882,16.3404040304971,20.6287678732821,7.27344893687427,25.8175971938302,20.9743696203223,21.3843587294655,22.7582678133121
143,722,25/10/2010,52.274927986677,15.1067619575953,18.01505507968,7.72350697849232,22.4489694324207,18.7351934858259,18.6727626554763,20.5060007044611
144,723,26/10/2010,41.2238670650552,35.3881149698247,46.0992720145805,14.5953174650051,57.8542552486937,46.292895955646,45.1637711107665,47.5516308397068
145,724,27/10/2010,38.2090289662802,19.8285535509418,24.2727628770736,9.42449790164927,30.289612536277,24.9897016765151,25.2326112046671,27.1752274486394
146,725,28/10/2010,36.1852409597571,12.1466694498481,14.55843982592,6.11224186816785,18.1441297880199,15.1119751053252,14.9981243575911,16.2708440330438
147,726,26/10/2010,79.3953963143596,46.1801544288897,60.8953019054768,18.779156596458,76.5619397124097,60.8327668450504,60.1653565214561,64.2677327277881
148,727,25/10/2010,38.2029189503194,19.0347527250525,23.45677456832,8.93604895726171,29.2904956378417,24.0834718369015,23.9763564776895,25.7071233314913
149,728,21/10/2010,39.2093045398742,27.1674483976854,35.09209889856,11.531082392299,44.0256087482907,35.3491666981827,34.8203384539099,35.4749427830717
150,729,22/10/2010,52.2904662061789,39.6535214298465,50.1902079897507,17.4294649604799,62.8067742621129,50.988431899357,45.6376386801752,46.9215848851193
151,730,20/10/2010,42.2300153828239,32.2389460021657,41.76842402944,13.6020025030109,52.4242593868914,42.0215246490786,37.7184138136287,39.4752763218304
152,731,18/10/2010,66.334271253549,18.891848355029,22.3334035872,9.81195996040424,27.8067718485929,23.3105440475601,20.8491825490826,22.8754978406017
153,732,19/10/2010,40.2089817179858,22.253406179474,28.40103508224,9.71197766576357,35.5884168938521,28.7474490456873,25.7106934735782,28.721959798933
154,733,18/10/2010,52.2795054861676,15.6667053732556,18.55140849536,8.06145722862103,23.0946569727029,19.3536731165192,17.3245406154758,19.5268170717869
155,734,20/10/2010,29.1797278665022,15.9378033588872,18.84830615936,8.0881607161138,23.4445536391363,19.6830567574649,17.6104490344322,19.7636604993663
156,735,22/10/2010,34.1722664450637,9.64158785098192,11.28277806272,5.10278041270482,14.0349672282473,11.8261067596494,10.5776451681187,11.4004898864187
157,736,22/10/2010,40.2201185774259,24.7609578759561,31.38225834368,10.9408824582507,39.2915643988979,31.8566600757172,28.4910605104292,29.9471727394411
158,737,11/12/2010,56.3066849976396,20.5402241079697,24.32259089792,10.5506305297327,30.2777125525009,25.3749616228484,22.7154519205149,25.2027406669034
159,738,10/12/2010,0.0932206,0.0932206,0.0932206,0.0932206,0.0932206,0.0932206,0.0932206,0.0932206
160,739,11/12/2010,0.1419316,0.1419316,0.1419316,0.1419316,0.1419316,0.1419316,0.1419316,0.1419316
161,740,11/12/2010,0.2837496,0.2837496,0.2837496,0.2837496,0.2837496,0.2837496,0.2837496,0.2837496
162,741,11/12/2010,0.186782,0.186782,0.186782,0.186782,0.186782,0.186782,0.186782,0.186782
163,742,10/12/2010,0.7786944,0.7786944,0.7786944,0.7786944,0.7786944,0.7786944,0.7786944,0.7786944
164,743,10/12/2010,0.2578614,0.2578614,0.2578614,0.2578614,0.2578614,0.2578614,0.2578614,0.2578614
165,744,11/12/2010,0.2803434,0.2803434,0.2803434,0.2803434,0.2803434,0.2803434,0.2803434,0.2803434
166,745,11/12/2010,0.1378438,0.1378438,0.1378438,0.1378438,0.1378438,0.1378438,0.1378438,0.1378438
167,746,12/12/2010,0.2765964,0.2765964,0.2765964,0.2765964,0.2765964,0.2765964,0.2765964,0.2765964
168,747,12/12/2010,0.1233102,0.1233102,0.1233102,0.1233102,0.1233102,0.1233102,0.1233102,0.1233102
169,748,12/12/2010,0.3214468,0.3214468,0.3214468,0.3214468,0.3214468,0.3214468,0.3214468,0.3214468
170,749,13/12/2010,0.1528318,0.1528318,0.1528318,0.1528318,0.1528318,0.1528318,0.1528318,0.1528318
171,750,12/12/2010,1.5248018,1.5248018,1.5248018,1.5248018,1.5248018,1.5248018,1.5248018,1.5248018
172,751,14/12/2010,0.4075142,0.4075142,0.4075142,0.4075142,0.4075142,0.4075142,0.4075142,0.4075142
173,752,12/12/2010,4.552037,4.552037,4.552037,4.552037,4.552037,4.552037,4.552037,4.552037
174,753,14/12/2010,0.224252,0.224252,0.224252,0.224252,0.224252,0.224252,0.224252,0.224252
175,754,12/12/2010,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516
176,755,22/05/2011,0.171794,0.171794,0.171794,0.171794,0.171794,0.171794,0.171794,0.171794
177,756,21/05/2011,0.4674662,0.4674662,0.4674662,0.4674662,0.4674662,0.4674662,0.4674662,0.4674662
178,757,21/05/2011,2.6627538,2.6627538,2.6627538,2.6627538,2.6627538,2.6627538,2.6627538,2.6627538
179,758,13/12/2010,0.0857266,0.0857266,0.0857266,0.0857266,0.0857266,0.0857266,0.0857266,0.0857266
180,759,13/12/2010,0.0598384,0.0598384,0.0598384,0.0598384,0.0598384,0.0598384,0.0598384,0.0598384
181,760,21/05/2011,0.5311652,0.5311652,0.5311652,0.5311652,0.5311652,0.5311652,0.5311652,0.5311652
182,761,21/05/2011,0.2388992,0.2388992,0.2388992,0.2388992,0.2388992,0.2388992,0.2388992,0.2388992
183,762,14/12/2010,0,0,0,0,0,0,0,0
184,763,22/05/2011,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516,0.5310516
185,764,24/11/2010,1.4977776,1.4977776,1.4977776,1.4977776,1.4977776,1.4977776,1.4977776,1.4977776
186,765,26/11/2010,36.1987762532183,14.1716695409777,17.2125980928,6.90187173784682,21.4720595005931,17.77345548043,11.4495303412624,12.8179737564744
187,766,25/11/2010,38.2034522490058,9.74028445637074,11.1126080164992,5.42427606277509,13.7961097110828,11.7693645704222,7.5797933824564,8.3112585086692
188,767,25/11/2010,23.1160148690153,4.96238133853344,5.88166781568,2.58733106389052,7.32752082900242,6.1309726838488,4.00586775895579,4.58177435691502
189,768,29/11/2010,25.135362298691,12.1455559671299,15.2621231232,5.4685873396479,19.0910815056926,15.5470775239836,10.0046992761352,11.253862036154
190,769,27/11/2010,36.1812576058589,5.23924994551878,5.93591858304,3.00355738753838,7.37080582893937,6.3020476443146,4.08152495922056,4.67424554866014
191,770,27/11/2010,32.1653157541986,11.6764554432125,14.3508770659751,5.54450210081978,17.9201858023521,14.7479737789733,9.43367557022743,10.3328683037562
192,771,27/11/2010,36.1762499762806,8.10882689798059,9.88933800319533,3.97263949341245,12.3476828779817,10.190949908603,6.59506355740918,7.19700974662181
193,772,17/08/2010,33.1647730207512,5.35076734282228,6.21669764224,2.92957570027328,7.73570964544011,6.5315298277132,4.21109092968677,5.01202816976052
